BN/Registration number,Fiscal period end,Form ID,Political Activities Description,Public Policy Description
119288140RR0001,2018-12-31 00:00,23,"1. Northern Policy Hackathon: Hackathons are short, intensive events during which a number of people meet to engage in collaborative problem solving. The Foundation uses this model to bring together people from across the North to share best practices and sustain regional collaboration on issues of common concern. The Hackathon services to provide educational opportunities through group discussions, policy presentation, and recommendations on the growth of Small and Medium Sized Enterprises both locally and internationally. The resulting policy report had been distributed and is available on the Foundation's website.2. CBWM Roundtable: In November 2018, the Foundation convened a collaborative dialogue on the current status of community-based water monitoring (CBWM) in Canada. Leading CBWM practitioners, water scientists, policy and data experts took part in panels and workshops designed to provide education on initiatives across the country, along with common challenges and opportunities. The participants developed recommendations on policies to support CBWM efforts. Print copies have been distributed and the report is available on the Foundation's website.",
124046368RR0002,2018-03-31 00:00,23,1. Meetings with elected officials and their staff. 2. Letter writing campaigns aimed at MPP's 3. Asking supporters to sign a petition. 4. Meet with Ministry officials. to support legislation and programs that will improve lung health and prevent lung disease.,
802720235RR0001,2018-12-31 00:00,23,"1. In February 2018 NLT submitted a formal letter to the Province of Ontario advocating for Inclusionary Zoning Policy to contribute to the creation of more affordable housing.2. On November 22nd 2018, NLT co-hosted a public event for National Housing Day to advocate to the public for more investment in affordable housing.3. On August 20th 2018, NLT submitted a letter to the City of Toronto expressing support for a draft Official Plan Amendment that would require the replacement of Dwelling Rooms lost due to demolition and development.4. On multiple occasions NLT staff spoke to the media about the need for more government investment in affordable housing.",
873021752RR0001,2018-12-31 00:00,23,1. E-newsletters detailing our rescue work in the community & advocating for trap/neuter/return policies for feral cats in all municipalities. (TNR)2. Emailing municipal mayors & councils regarding TNR,
141440685RR0001,2018-03-31 00:00,23,1. Action des Centres de femmes MCQ: Les cicatrices de l'austérité (avril 2017) 2. Pétition pour l'augmentation de l'aide sociale pour un couple (août 2017) 3. Campagne des 12 jours d'action contre la violence envers les femmes (déc. 2017) 4. Campagne Facebook # et maintenant et la campagne consens-us (mars 2018) 5. Lettre d'appui à la fédération du planning des naissances contre la fin des ordonnances collectives de contraceptifs (Juin 2017) 6. Campagne du coquelicot blanc (Nov. 2017),
106868474RR0001,2018-12-31 00:00,23,"1. A statement was issued in response to the Ontario governments repeal of the sex education curriculum for schools. 2. Publicity was share on non-partisan environmental / climate justice and racial justice events. These affirm Unitarian principles and as provided in our first charitable purpose: ""Affirming and promoting the principals , practices and traditions of the Unitarian Universalists, Unitarian and Universalists Faith""",
119189991RR0001,2018-12-31 00:00,23,"1)$525 donated to New Haven Cemetary to pay to keep the cemetary tidy and well looked after. 2) $500 to Kasake Water Project in Uganda in East Africa.Project that clean, healthy water can be drank and water used for gardens.",
858057987RR0001,2018-12-31 00:00,23,"1) Through an agency agreement contract, Glasswaters participated in a public education forum on the environmental impacts of the site C dam in BC.  2) Staff signed on to various environmental letters asking government to protect the environment. These activities relate to our environmental protection purpose.",
108006552RR0001,2018-12-31 00:00,23,"1) In keeping with St. Andrew's historic mission goal ""to live with respect in creation"", we participated in the Citizens for Public Justice, ""Give it up for the Earth"" campaign calling on people to commit to reducing their carbon emissions and to write the Federal Government demanding an end to fossil fuel subsidies. 2) We held an all-candidates night for the municipal election where all candidates were invited to debate environmental issues. 3) In keeping with our mandate to ""seek justice"" volunteers organized an opportunity for people to write letters on behalf of Amnesty International.",
894894831RR0001,2018-03-31 00:00,23,"1) Continuity Care is a member of Abilities Manitoba - a provincial body for disability organizations in Manitoba. 2) Continuity Care endorses the work of Barrier-Free Manitoba. A cross disability, non-partisan initiative to enact disability legislation in Manitoba. The above relate to our Mission of supporting families & individuals with disable",
