"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"119109817RR0012",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$161.00
"119109817RR0035",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$760.00
"119109817RR0036",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Tools for Parish",$124.00
"119109817RR0038",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$3636.00
"119109817RR0039",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$250.00
"119109817RR0063",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$1137.00
"119109817RR0072",2018-12-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$4352.00
"119109817RR0117",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Furniture for the Office",$559.00
"119109833RR0003",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$500.00
"119109833RR0005",2018-12-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$2265.00
"119109833RR0006",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$89155.00
"119109833RR0013",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Piano",$585.00
"119109833RR0027",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Food Stuffs",$94.00
"119109833RR0037",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","picnic prizes, food, raffles",
"119109833RR0051",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Cleaning supplies",$258.00
"119110385RR0005",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$1158.00
"119110385RR0014",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$9000.00
"119110385RR0031",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$25250.00
"119110385RR0038",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","QUILT, GIFT CARD",$10720.00
"119110385RR0039",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,"Y","Prizes for Raffle",$22693.00
"119110385RR0057",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Ticket Draw Prizes",$2200.00
"119110385RR0062",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","11' LIGHT POLE C/W ANCHOR BOLTS BASE COVER, ADOPTER & LABOUR",$500.00
"119110385RR0065",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","TICKET DRAW PRIZES",$1450.00
"119110443RR0002",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,
"119110443RR0011",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","CLEANING SUPPLIES",$3706.00
"119110443RR0013",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,"Y","supplies for 350 anniversary celbrations",$493.00
"119110443RR0033",2018-12-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$3011.00
"119110443RR0047",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,,,,"Y","Plants",$776.00
"119110443RR0053",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","HOCKEY TICKETS",$896.00
"119110450RR0006",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$1632.00
"119110450RR0009",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$980.00
"119110450RR0012",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$524.00
"119110450RR0013",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gift Certificates from Grocery Stores",$610.00
"119110450RR0026",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Yarn, fabric, R/O water purifying system",$2104.00
"119110450RR0030",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Rel. articles, office supplies",$17070.00
"119110450RR0033",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$540.00
"119110450RR0041",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,"Y",,"Y",,$22448.00
"119110450RR0046",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","flowers for the church Altar",$1536.00
"119110450RR0049",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Parishioner donated shares",$9750.00
"119110450RR0051",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Piano",$5000.00
"119110450RR0057",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$320.00
"119110450RR0059",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$2500.00
"119110450RR0060",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gifts of Shares and Gift of Flowers for Church",$5243.00
"119110450RR0063",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","135 shares of Royal Bank, Flowers",$13315.00
"119110450RR0065",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Bazaar BBQ",$338.00
"119110450RR0074",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","household items",$239.00
"119110450RR0077",2018-12-31 00:00:00,"23",,,,,,,,,"Y",,,,,,$10005.00
"119110450RR0079",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Flowers, office supplies",$427.00
"119110450RR0081",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Auto Detailing, Barbeque",
"119110450RR0085",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1117.00
"119110450RR0086",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,"Y","Shares, Life Insusrance",$10957.00
"119110450RR0089",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Garden Statue",$10092.00
"119110450RR0097",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$772.00
"119110450RR0100",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$128.00
"119110450RR0107",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,"Y","TV &  Prizes for Bazaar",$12404.00
"119110450RR0119",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gift of Shares",$2958.00
"119110450RR0132",2018-12-31 00:00:00,"23","Y",,,,,,,,,,"Y",,,,$52820.00
"119111284RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","engraved plates",$639.00
"119111433RR0001",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,,,,,,$1949.00
"119111748RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$25088.00
"119111763RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,
"119111854RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Raffle Prizes",$534.00
"119111961RR0001",2018-3-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Silent auction items",$5807.00
"119112357RR0001",2018-8-31 00:00:00,"23","Y","Y","Y",,,,,,,,,"Y","Y","SILENT AUCTION DONATED ITEMS",$2200.00
"119112647RR0001",2018-8-31 00:00:00,"23","Y","Y",,,,,,,,,,,"Y","sports",$1540.00
"119112787RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$832.00
"119113033RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$7164.00
"119113181RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$460.00
"119113223RR0001",2018-8-31 00:00:00,"23","Y","Y","Y",,,,,,,"Y",,,"Y","ACCOUNTING",$8960.00
"119113298RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","hand woven rug, oars, sign, school ephemera",$1175.00
"119113348RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$339152.00
"119113629RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gym membership",$545.00
"119113686RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$19098.00
"119113728RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$3429.00
"119114056RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,"Y",,"Y",,,,,$36835.00
"119114064RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Pet supplies",$43417.00
"119114114RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$150.00
"119114353RR0001",2018-5-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","RETURNED TICKETS,HO",$6828.00
"119114452RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","maps, auction items",$2304.00
"119114825RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Toys",$20345.00
"119114866RR0001",2018-7-31 00:00:00,"23",,,,,,,,,"Y",,,,,,$217750.00
"119115434RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gift cards",$690.00
"119115582RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Tickets",$103.00
"119115616RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","FOOD DONATIONS",$10951.00
"119115665RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","Craft/Office Supplies",$1190.00
"119115707RR0001",2018-4-30 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","vacation rental",$12043.00
"119117448RR0001",2018-12-31 00:00:00,"23","Y","Y",,,,,,"Y",,"Y",,"Y","Y","Office supplies dog round supplies",$4602.00
"119117455RR0001",2018-3-31 00:00:00,"23",,"Y","Y","Y",,,,,,"Y",,,,,$74815.00
"119118420RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","FLOWERS",$20.00
"119118552RR0001",2018-6-30 00:00:00,"23",,,,,,,"Y",,,,,,,,$1000.00
"119118883RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,"Y",,,"Y",,"Y","AUCTION ITEMS",$943380.00
"119119014RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$14047.00
"119119055RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,"Y","Gift cards, toys",$4107.00
"119119071RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Sporting Event Tickets",$696.00
"119119113RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$472.00
"119119329RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1768.00
"119119501RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Land",$86432.00
"119119576RR0001",2018-3-31 00:00:00,"23",,"Y","Y",,,,,,,"Y",,,"Y","MISC. PERSONAL SERVICES",$8665.00
"119119733RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","repairs",$2149.00
"119119790RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$69290.00
"119119808RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,"Y",,,"Y","Y",,,,$157108.00
"119119881RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$120.00
"119119923RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","visa application fee",$50.00
"119120152RR0001",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,,,,"Y","meal vouchers, horticultural vouchers",$5045.00
"119120269RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$899.00
"119120582RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","plants/flower for garden",$200.00
"119120707RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","gardening services by 3rd party paid directly by donor",$158.00
"119120822RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Wooden toys",$300.00
"119120871RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","mainternance services",$9960.00
"119121226RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","ONLY CHURCH MEMBER WEEKLY ENVELOPE",
"119121788RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","yard sale",
"119121960RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$13442.00
"119122091RR0001",2018-7-31 00:00:00,"23",,,,"Y",,,,,,"Y",,"Y",,,$14160.00
"119122158RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$133.00
"119122166RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Miscellaneous Supplies",$626.00
"119122273RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","hay, tables,",$5916.00
"119122778RR0009",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Gift cert. for event",$290.00
"119122786RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Vaccum,calendars",$1040.00
"119122786RR0011",2018-6-30 00:00:00,"23",,"Y","Y",,,,,,,"Y",,"Y",,,$503.00
"119122786RR0012",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$138.00
"119122786RR0014",2018-6-30 00:00:00,"23",,"Y",,,,,,,,,,"Y","Y","Church Supplies",$678.00
"119122786RR0017",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Piano",$4496.00
"119122786RR0019",2018-6-30 00:00:00,"23",,,,,,,,,,"Y",,"Y",,,$2679.00
"119122976RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$25607.00
"119123032RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$612.00
"119123370RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$132039.00
"119123404RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,"Y",,,,,$3097.00
"119123701RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$150.00
"119124030RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$150.00
"119124048RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$18980.00
"119124113RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1936420.00
"119124121RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","GOLF CLUBS",$27859.00
"119124501RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","CHRISTMAS HAMPERS",$4468.00
"119124675RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","auction items",$13597.00
"119124865RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$1547.00
"119125144RR0001",2018-6-30 00:00:00,"23",,,,,,,"Y",,,,,,,,$850.00
"119125201RR0001",2018-6-30 00:00:00,"23","Y",,,,,,"Y",,,,,,,,$776.00
"119125797RR0001",2018-6-30 00:00:00,"23",,,,,,,"Y",,,,"Y",,,,$965774.00
"119125847RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,"Y",,,,,,,,$5634.00
"119126100RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$1157.00
"119126217RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","EVENT DECOR, EVENT PHOTOS, EVENT PRIZES, EVENT HALL",$133149.00
"119126282RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","Camera, lens",
"119126332RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,"Y","Y","Telescopes",$9120.00
"119127934RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","MONEY",
"119128833RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","silent auction items",$265.00
"119128858RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","Silver plated napkin rings",$2972.00
"119128866RR0001",2018-3-31 00:00:00,"23",,,,,,,"Y",,,"Y",,,,,
"119128924RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$2386.00
"119128965RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$934068.00
"119128981RR0001",2018-4-30 00:00:00,"23","Y",,,,,,"Y","Y","Y",,"Y","Y","Y","music Instruments, minerals",$9387249.00
"119129096RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$21820.00
"119129179RR0001",2018-3-31 00:00:00,"23",,,,,,,"Y",,,,"Y",,"Y","AUCTION ITEMS, DOOR PRIZES, PATIENT SUPPLIES",$343674.00
"119129302RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$8475.00
"119129310RR0001",2018-3-31 00:00:00,"23",,,,,"Y",,,,,,,,"Y","Military Artefacts",$3600.00
"119129369RR0001",2018-12-31 00:00:00,"23","Y","Y",,,,,,,,,"Y",,,,$720106.00
"119129567RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","HUNTING EXPEDITIONS,",$11150.00
"119129690RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$35517.00
"119129997RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$3000.00
"119130367RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","guitar/note cards/sport tickets, misc, small gift items.",$801.00
"119130383RR0001",2018-4-30 00:00:00,"23","Y",,"Y",,,,"Y",,,"Y","Y","Y",,,$2311464.00
"119130417RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$46170.00
"119130425RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Gala Prizes",$11856.00
"119130458RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$150.00
"119130490RR0001",2018-6-30 00:00:00,"23",,,,"Y",,,,,,,,"Y","Y","PIANO, FLOWERS & POTS & SOCKETS & WRENCHES",$3405.00
"119130508RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,,,,"Y","BUILDING/CAR",$150000.00
"119130540RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,"Y",,,"Y","Y",,,$21379.00
"119132363RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,"Y",,,"Y",,"Y",,$163855.00
"119132504RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$720.00
"119132918RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,"Y","Y","FLOWERS, PAPER POSTAGE",$3866.00
"119132934RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,
"119133551RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,"Y",,,$3522.00
"119133619RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y","Y",,"Y","Boats and boat house",$1260221.00
"119133627RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","KEYBOARD RENTAL & TICKETS PRINTING, GIFT CARD",$630.00
"119134161RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,"Y",,,$296.00
"119138527RR0001",2018-12-31 00:00:00,"23",,,,,,,,"Y",,"Y","Y",,"Y","school supplies, key chains, hair items",$610891.00
"119138865RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Gas for lawn mower (28.00) surge protector (22.58)",$152.00
"119138923RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$2001520.00
"119139426RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$110.00
"119139616RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,"Y",,,,,,,$800.00
"119140036RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","CCPC SHARES",$230669.00
"119140077RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$336.00
"119140119RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,
"119140135RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","RENT",$5663.00
"119140192RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,"Y",,,$7824.00
"119140283RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Photos",$6300.00
"119140358RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,"Y",,"Y",,,
"119140473RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$5000.00
"119140580RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1936.00
"119140739RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,"Y","Y",,,"Y",,"Y","Decorating supplies",$151387.00
"119140903RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$706810.00
"119140911RR0001",2018-12-31 00:00:00,"23","Y",,,,,,"Y",,,,"Y",,,,$863959.00
"119140937RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$62649.00
"119141018RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1960.00
"119141307RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","Gift card and services",$1700.00
"119141323RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Christmas gift, for families in need donated & prizes for si",$910.00
"119141331RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,"Y",,"Y","Pet Food Supply",$38252.00
"119141372RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","Services",$500.00
"119141380RR0001",2018-5-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Office,advertising",$30300.00
"119141430RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$133.00
"119141497RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$150.00
"119141596RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","event decorations",$23.00
"119141620RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","ouverture des cours l'hiver",$1725.00
"119141943RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","TRAVEL COST",$1705.00
"119142040RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$9208.00
"119142164RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$121274.00
"119142263RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$355983.00
"119142602RR0001",2018-7-31 00:00:00,"23",,,,,,,,"Y",,,,,,,
"119142693RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,"Y","labour",$4779.00
"119142834RR0001",2018-6-30 00:00:00,"23",,,,"Y","Y",,,,,"Y",,,"Y","Musical instruments, meditation session",$13425.00
"119142842RR0001",2018-6-30 00:00:00,"23",,"Y",,,,,,,,,,,,,$5470.00
"119143071RR0001",2018-7-31 00:00:00,"23","Y",,,,,,,,,,,,,,$6475.00
"119144079RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Supplies",$24580.00
"119144210RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$2500.00
"119144582RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,"Y",,,$4355.00
"119144608RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","407 DVDs",$814.00
"119144616RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","supplies",$20781.00
"119145019RR0002",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","office supplies",$2000.00
"119145068RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$27017.00
"119145084RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$2541.00
"119145118RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","stamps",$850.00
"119145209RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,"Y",,,,,$588.00
"119145597RR0001",2018-8-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$1907.00
"119145787RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$13417.00
"119146447RR0001",2018-3-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,,,$1900.00
"119146595RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","CONSUMABLE SUPPLIES",$1942.00
"119147114RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$415.00
"119147130RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,"Y",,,"Y",,,"Y","FLOWER",$6800.00
"119147197RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,"Y",,"Y","airmile points, toys",$175854.00
"119147320RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","General expenses",$129.00
"119147874RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$11856172.00
"119147882RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,"Y",,,,$458782.00
"119148112RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","OFFICE SUPPLIES",$1114.00
"119148153RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","FOOD, CLEANING SUPPLIES, LAWN/GARDEN EXP.",$2835.00
"119148203RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","transportation of clock",$4420.00
"119148435RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$600.00
"119148492RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","DECOR FOR RESIDENTS",$21100.00
"119148740RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Shares - property at fair value",$19428.00
"119149227RR0001",2018-7-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$4383.00
"119149425RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Website maintenance, printing cheques, etc.",$2970.00
"119149763RR0001",2018-8-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,"Y","EVENT TICKETS, GIFT CERTIFICATES",$18428.00
"119149797RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$55195.00
"119149912RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","GROCERY & MAINT SUPPLIES",$38921.00
"119150043RR0001",2018-4-30 00:00:00,"23","Y",,"Y",,,,,"Y",,"Y","Y",,"Y","Gift cards, raffle prizes",$332340.00
"119150191RR0002",2018-12-31 00:00:00,"23",,,"Y","Y",,,,,,,,,,,$1850.00
"119150381RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,
"119150688RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$37427.00
"119150811RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$32.00
"119150837RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","Vacation",$5300.00
"119151108RR0001",2018-12-31 00:00:00,"23",,,,,,,,,"Y",,,,,,$507.00
"119151116RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Gift Cards to grocery store",$600.00
"119151363RR0001",2018-12-31 00:00:00,"23",,,"Y","Y",,,,,,,,,,,$21952.00
"119152205RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,"Y","GIFT CERTIFICATES, POOL PASSES, MOVIE THEATRE PASSES",$1952.00
"119152320RR0001",2018-3-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$826.00
"119152627RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","First Baptist Ch. sold",$20000.00
